date,commodity,market,state,variety,min_price,max_price,modal_price,avg_price
2023-09-16,Cotton,Adilabad APMC,Telangana,Bt Cotton,6499,7478,6989,7208
2023-09-16,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4375,5034,4705,4770
2023-09-16,Groundnut,Rajkot Market,Gujarat,GG-20,5096,5863,5480,5512
2023-09-16,Maize,Nizamabad APMC,Telangana,DHM-117,1780,2048,1914,2014
2023-09-16,Turmeric,Nizamabad Market,Telangana,Rajapuri,7168,8247,7708,7950
2023-09-16,Chilli,Guntur APMC,Andhra Pradesh,S-334,8242,9482,8862,8692
2023-09-16,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2014,2317,2166,2226
2023-09-16,Tomato,Kolar Market,Karnataka,Hybrid,1820,2093,1956,1908
2023-09-16,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1404,1616,1510,1484
2023-09-16,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5347,6152,5750,5936
2023-09-17,Wheat,Azadpur Mandi,Delhi,HD-2967,2278,2621,2449,2543
2023-09-17,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3088,3553,3321,3391
2023-09-17,Cotton,Adilabad APMC,Telangana,Bt Cotton,6753,7769,7261,7206
2023-09-17,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4251,4891,4571,4769
2023-09-17,Groundnut,Rajkot Market,Gujarat,GG-20,5035,5793,5414,5510
2023-09-17,Maize,Nizamabad APMC,Telangana,DHM-117,1897,2182,2040,2013
2023-09-17,Turmeric,Nizamabad Market,Telangana,Rajapuri,7741,8906,8323,7948
2023-09-17,Chilli,Guntur APMC,Andhra Pradesh,S-334,8358,9616,8987,8689
2023-09-17,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2016,2319,2168,2225
2023-09-17,Tomato,Kolar Market,Karnataka,Hybrid,1728,1989,1858,1907
2023-09-17,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1384,1592,1488,1484
2023-09-17,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5298,6095,5696,5934
2023-09-18,Wheat,Azadpur Mandi,Delhi,HD-2967,2349,2702,2526,2542
2023-09-18,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3244,3732,3488,3390
2023-09-18,Cotton,Adilabad APMC,Telangana,Bt Cotton,6379,7339,6859,7204
2023-09-18,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4552,5238,4895,4767
2023-09-18,Groundnut,Rajkot Market,Gujarat,GG-20,5050,5810,5430,5509
2023-09-18,Maize,Nizamabad APMC,Telangana,DHM-117,1839,2115,1977,2013
2023-09-18,Turmeric,Nizamabad Market,Telangana,Rajapuri,7227,8315,7771,7945
2023-09-18,Chilli,Guntur APMC,Andhra Pradesh,S-334,8364,9624,8994,8687
2023-09-18,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2097,2412,2255,2225
2023-09-18,Tomato,Kolar Market,Karnataka,Hybrid,1822,2096,1959,1907
2023-09-18,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1324,1523,1423,1483
2023-09-18,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5440,6259,5850,5932
2023-09-19,Wheat,Azadpur Mandi,Delhi,HD-2967,2423,2788,2605,2542
2023-09-19,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3284,3778,3531,3389
2023-09-19,Cotton,Adilabad APMC,Telangana,Bt Cotton,6947,7993,7470,7201
2023-09-19,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4463,5135,4799,4766
2023-09-19,Groundnut,Rajkot Market,Gujarat,GG-20,4906,5644,5275,5507
2023-09-19,Maize,Nizamabad APMC,Telangana,DHM-117,1941,2233,2087,2012
2023-09-19,Turmeric,Nizamabad Market,Telangana,Rajapuri,7258,8350,7804,7943
2023-09-19,Chilli,Guntur APMC,Andhra Pradesh,S-334,8281,9528,8905,8684
2023-09-19,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2144,2467,2305,2224
2023-09-19,Tomato,Kolar Market,Karnataka,Hybrid,1688,1942,1815,1906
2023-09-19,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1437,1653,1545,1483
2023-09-19,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5292,6088,5690,5930
2023-09-20,Wheat,Azadpur Mandi,Delhi,HD-2967,2416,2780,2598,2541
2023-09-20,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3030,3486,3258,3388
2023-09-20,Cotton,Adilabad APMC,Telangana,Bt Cotton,6653,7655,7154,7199
2023-09-20,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4276,4919,4598,4764
2023-09-20,Groundnut,Rajkot Market,Gujarat,GG-20,5057,5818,5438,5505
2023-09-20,Maize,Nizamabad APMC,Telangana,DHM-117,1820,2094,1957,2012
2023-09-20,Turmeric,Nizamabad Market,Telangana,Rajapuri,7709,8870,8290,7940
2023-09-20,Chilli,Guntur APMC,Andhra Pradesh,S-334,8364,9623,8993,8681
2023-09-20,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2150,2473,2312,2223
2023-09-20,Tomato,Kolar Market,Karnataka,Hybrid,1801,2072,1936,1906
2023-09-20,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1352,1556,1454,1482
2023-09-20,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5734,6598,6166,5929
2023-09-21,Wheat,Azadpur Mandi,Delhi,HD-2967,2315,2664,2490,2540
2023-09-21,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3172,3649,3410,3387
2023-09-21,Cotton,Adilabad APMC,Telangana,Bt Cotton,6823,7851,7337,7197
2023-09-21,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4351,5006,4678,4763
2023-09-21,Groundnut,Rajkot Market,Gujarat,GG-20,5012,5767,5389,5503
2023-09-21,Maize,Nizamabad APMC,Telangana,DHM-117,1947,2241,2094,2011
2023-09-21,Turmeric,Nizamabad Market,Telangana,Rajapuri,7322,8424,7873,7938
2023-09-21,Chilli,Guntur APMC,Andhra Pradesh,S-334,8473,9748,9110,8679
2023-09-21,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1982,2280,2131,2223
2023-09-21,Tomato,Kolar Market,Karnataka,Hybrid,1700,1956,1828,1905
2023-09-21,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1403,1614,1508,1482
2023-09-21,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5667,6520,6094,5927
2023-09-22,Wheat,Azadpur Mandi,Delhi,HD-2967,2252,2591,2422,2539
2023-09-22,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3006,3458,3232,3386
2023-09-22,Cotton,Adilabad APMC,Telangana,Bt Cotton,6388,7350,6869,7195
2023-09-22,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4357,5013,4685,4761
2023-09-22,Groundnut,Rajkot Market,Gujarat,GG-20,5081,5846,5464,5502
2023-09-22,Maize,Nizamabad APMC,Telangana,DHM-117,1930,2221,2075,2010
2023-09-22,Turmeric,Nizamabad Market,Telangana,Rajapuri,7129,8202,7665,7935
2023-09-22,Chilli,Guntur APMC,Andhra Pradesh,S-334,8062,9275,8668,8676
2023-09-22,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1996,2297,2146,2222
2023-09-22,Tomato,Kolar Market,Karnataka,Hybrid,1720,1979,1850,1904
2023-09-22,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1361,1566,1464,1481
2023-09-22,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5682,6538,6110,5925
2023-09-23,Wheat,Azadpur Mandi,Delhi,HD-2967,2245,2583,2414,2538
2023-09-23,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3058,3519,3288,3385
2023-09-23,Cotton,Adilabad APMC,Telangana,Bt Cotton,6400,7364,6882,7192
2023-09-23,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4586,5276,4931,4760
2023-09-23,Groundnut,Rajkot Market,Gujarat,GG-20,4860,5592,5226,5500
2023-09-23,Maize,Nizamabad APMC,Telangana,DHM-117,1786,2055,1920,2010
2023-09-23,Turmeric,Nizamabad Market,Telangana,Rajapuri,7428,8546,7987,7933
2023-09-23,Chilli,Guntur APMC,Andhra Pradesh,S-334,7821,8998,8410,8673
2023-09-23,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2097,2413,2255,2221
2023-09-23,Tomato,Kolar Market,Karnataka,Hybrid,1710,1967,1839,1904
2023-09-23,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1438,1655,1546,1481
2023-09-23,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5746,6611,6178,5923
2023-09-24,Wheat,Azadpur Mandi,Delhi,HD-2967,2246,2585,2416,2538
2023-09-24,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3164,3640,3402,3384
2023-09-24,Cotton,Adilabad APMC,Telangana,Bt Cotton,6748,7764,7256,7190
2023-09-24,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4519,5199,4859,4758
2023-09-24,Groundnut,Rajkot Market,Gujarat,GG-20,5192,5974,5583,5498
2023-09-24,Maize,Nizamabad APMC,Telangana,DHM-117,1793,2063,1928,2009
2023-09-24,Turmeric,Nizamabad Market,Telangana,Rajapuri,7529,8663,8096,7930
2023-09-24,Chilli,Guntur APMC,Andhra Pradesh,S-334,8112,9333,8723,8670
2023-09-24,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2041,2348,2195,2220
2023-09-24,Tomato,Kolar Market,Karnataka,Hybrid,1794,2064,1929,1903
2023-09-24,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1342,1543,1443,1480
2023-09-24,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5293,6090,5692,5921
2023-09-25,Wheat,Azadpur Mandi,Delhi,HD-2967,2286,2631,2459,2537
2023-09-25,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3157,3632,3394,3383
2023-09-25,Cotton,Adilabad APMC,Telangana,Bt Cotton,6764,7783,7274,7188
2023-09-25,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4463,5135,4799,4757
2023-09-25,Groundnut,Rajkot Market,Gujarat,GG-20,5316,6116,5716,5497
2023-09-25,Maize,Nizamabad APMC,Telangana,DHM-117,1868,2149,2009,2008
2023-09-25,Turmeric,Nizamabad Market,Telangana,Rajapuri,7560,8698,8129,7928
2023-09-25,Chilli,Guntur APMC,Andhra Pradesh,S-334,7964,9163,8564,8668
2023-09-25,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2131,2452,2291,2220
2023-09-25,Tomato,Kolar Market,Karnataka,Hybrid,1810,2082,1946,1903
2023-09-25,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1315,1513,1414,1480
2023-09-25,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5639,6487,6063,5919
2023-09-26,Wheat,Azadpur Mandi,Delhi,HD-2967,2281,2624,2453,2536
2023-09-26,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3024,3480,3252,3381
2023-09-26,Cotton,Adilabad APMC,Telangana,Bt Cotton,6843,7873,7358,7186
2023-09-26,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4216,4851,4533,4755
2023-09-26,Groundnut,Rajkot Market,Gujarat,GG-20,4925,5666,5295,5495
2023-09-26,Maize,Nizamabad APMC,Telangana,DHM-117,1833,2109,1971,2008
2023-09-26,Turmeric,Nizamabad Market,Telangana,Rajapuri,7688,8846,8267,7925
2023-09-26,Chilli,Guntur APMC,Andhra Pradesh,S-334,8415,9681,9048,8665
2023-09-26,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2090,2404,2247,2219
2023-09-26,Tomato,Kolar Market,Karnataka,Hybrid,1818,2092,1955,1902
2023-09-26,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1331,1532,1431,1479
2023-09-26,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5766,6633,6199,5918
2023-09-27,Wheat,Azadpur Mandi,Delhi,HD-2967,2415,2778,2596,2535
2023-09-27,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3126,3596,3361,3380
2023-09-27,Cotton,Adilabad APMC,Telangana,Bt Cotton,6601,7595,7098,7183
2023-09-27,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4562,5248,4905,4754
2023-09-27,Groundnut,Rajkot Market,Gujarat,GG-20,5261,6053,5657,5493
2023-09-27,Maize,Nizamabad APMC,Telangana,DHM-117,1867,2148,2007,2007
2023-09-27,Turmeric,Nizamabad Market,Telangana,Rajapuri,7583,8724,8154,7923
2023-09-27,Chilli,Guntur APMC,Andhra Pradesh,S-334,8209,9444,8826,8662
2023-09-27,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2003,2305,2154,2218
2023-09-27,Tomato,Kolar Market,Karnataka,Hybrid,1779,2047,1913,1901
2023-09-27,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1335,1536,1435,1479
2023-09-27,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5718,6579,6148,5916
2023-09-28,Wheat,Azadpur Mandi,Delhi,HD-2967,2379,2737,2558,2535
2023-09-28,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3262,3753,3508,3379
2023-09-28,Cotton,Adilabad APMC,Telangana,Bt Cotton,6440,7409,6925,7181
2023-09-28,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4527,5209,4868,4752
2023-09-28,Groundnut,Rajkot Market,Gujarat,GG-20,5258,6050,5654,5491
2023-09-28,Maize,Nizamabad APMC,Telangana,DHM-117,1775,2042,1908,2007
2023-09-28,Turmeric,Nizamabad Market,Telangana,Rajapuri,7368,8477,7923,7920
2023-09-28,Chilli,Guntur APMC,Andhra Pradesh,S-334,8291,9539,8915,8660
2023-09-28,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2068,2380,2224,2218
2023-09-28,Tomato,Kolar Market,Karnataka,Hybrid,1823,2098,1960,1901
2023-09-28,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1316,1514,1415,1478
2023-09-28,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5721,6583,6152,5914
2023-09-29,Wheat,Azadpur Mandi,Delhi,HD-2967,2333,2684,2508,2534
2023-09-29,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3162,3638,3400,3378
2023-09-29,Cotton,Adilabad APMC,Telangana,Bt Cotton,6639,7639,7139,7179
2023-09-29,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4547,5232,4890,4751
2023-09-29,Groundnut,Rajkot Market,Gujarat,GG-20,5111,5880,5496,5490
2023-09-29,Maize,Nizamabad APMC,Telangana,DHM-117,1898,2184,2041,2006
2023-09-29,Turmeric,Nizamabad Market,Telangana,Rajapuri,7161,8239,7700,7918
2023-09-29,Chilli,Guntur APMC,Andhra Pradesh,S-334,7796,8970,8383,8657
2023-09-29,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2004,2306,2155,2217
2023-09-29,Tomato,Kolar Market,Karnataka,Hybrid,1844,2121,1982,1900
2023-09-29,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1414,1627,1521,1478
2023-09-29,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5302,6100,5701,5912
2023-09-30,Wheat,Azadpur Mandi,Delhi,HD-2967,2430,2796,2613,2533
2023-09-30,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3195,3676,3435,3377
2023-09-30,Cotton,Adilabad APMC,Telangana,Bt Cotton,6589,7581,7085,7177
2023-09-30,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4558,5244,4901,4749
2023-09-30,Groundnut,Rajkot Market,Gujarat,GG-20,5196,5979,5588,5488
2023-09-30,Maize,Nizamabad APMC,Telangana,DHM-117,1794,2064,1929,2005
2023-09-30,Turmeric,Nizamabad Market,Telangana,Rajapuri,7721,8884,8302,7915
2023-09-30,Chilli,Guntur APMC,Andhra Pradesh,S-334,7795,8968,8382,8654
2023-09-30,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2124,2444,2284,2216
2023-09-30,Tomato,Kolar Market,Karnataka,Hybrid,1798,2069,1933,1900
2023-09-30,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1390,1600,1495,1478
2023-09-30,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5763,6630,6197,5910
2023-10-01,Wheat,Azadpur Mandi,Delhi,HD-2967,2245,2583,2414,2532
2023-10-01,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3284,3778,3531,3376
2023-10-01,Cotton,Adilabad APMC,Telangana,Bt Cotton,6771,7790,7281,7174
2023-10-01,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4461,5133,4797,4748
2023-10-01,Groundnut,Rajkot Market,Gujarat,GG-20,4862,5594,5228,5486
2023-10-01,Maize,Nizamabad APMC,Telangana,DHM-117,1864,2144,2004,2005
2023-10-01,Turmeric,Nizamabad Market,Telangana,Rajapuri,7121,8193,7657,7913
2023-10-01,Chilli,Guntur APMC,Andhra Pradesh,S-334,8144,9370,8757,8652
2023-10-01,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2097,2412,2255,2216
2023-10-01,Tomato,Kolar Market,Karnataka,Hybrid,1810,2082,1946,1899
2023-10-01,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1349,1553,1451,1477
2023-10-01,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5477,6301,5889,5908
2023-10-02,Wheat,Azadpur Mandi,Delhi,HD-2967,2314,2663,2489,2531
2023-10-02,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3091,3557,3324,3375
2023-10-02,Cotton,Adilabad APMC,Telangana,Bt Cotton,6403,7367,6885,7172
2023-10-02,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4531,5214,4873,4746
2023-10-02,Groundnut,Rajkot Market,Gujarat,GG-20,5164,5941,5553,5485
2023-10-02,Maize,Nizamabad APMC,Telangana,DHM-117,1838,2115,1976,2004
2023-10-02,Turmeric,Nizamabad Market,Telangana,Rajapuri,7136,8211,7674,7911
2023-10-02,Chilli,Guntur APMC,Andhra Pradesh,S-334,7739,8904,8322,8649
2023-10-02,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1976,2273,2125,2215
2023-10-02,Tomato,Kolar Market,Karnataka,Hybrid,1764,2030,1897,1899
2023-10-02,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1398,1608,1503,1477
2023-10-02,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5425,6241,5833,5907
2023-10-03,Wheat,Azadpur Mandi,Delhi,HD-2967,2397,2758,2578,2531
2023-10-03,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3148,3622,3385,3374
2023-10-03,Cotton,Adilabad APMC,Telangana,Bt Cotton,6722,7734,7228,7170
2023-10-03,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4519,5200,4860,4745
2023-10-03,Groundnut,Rajkot Market,Gujarat,GG-20,5020,5776,5398,5483
2023-10-03,Maize,Nizamabad APMC,Telangana,DHM-117,1778,2045,1911,2003
2023-10-03,Turmeric,Nizamabad Market,Telangana,Rajapuri,7054,8116,7585,7908
2023-10-03,Chilli,Guntur APMC,Andhra Pradesh,S-334,8322,9574,8948,8646
2023-10-03,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2042,2349,2195,2214
2023-10-03,Tomato,Kolar Market,Karnataka,Hybrid,1815,2089,1952,1898
2023-10-03,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1417,1631,1524,1476
2023-10-03,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5450,6270,5860,5905
2023-10-04,Wheat,Azadpur Mandi,Delhi,HD-2967,2446,2814,2630,2530
2023-10-04,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2986,3435,3211,3373
2023-10-04,Cotton,Adilabad APMC,Telangana,Bt Cotton,6920,7961,7441,7168
2023-10-04,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4355,5011,4683,4743
2023-10-04,Groundnut,Rajkot Market,Gujarat,GG-20,4855,5585,5220,5481
2023-10-04,Maize,Nizamabad APMC,Telangana,DHM-117,1828,2103,1966,2003
2023-10-04,Turmeric,Nizamabad Market,Telangana,Rajapuri,7205,8290,7748,7906
2023-10-04,Chilli,Guntur APMC,Andhra Pradesh,S-334,7941,9136,8538,8643
2023-10-04,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1957,2252,2104,2214
2023-10-04,Tomato,Kolar Market,Karnataka,Hybrid,1710,1967,1838,1897
2023-10-04,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1338,1539,1438,1476
2023-10-04,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5597,6440,6019,5903
2023-10-05,Wheat,Azadpur Mandi,Delhi,HD-2967,2434,2800,2617,2529
2023-10-05,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3205,3688,3446,3372
2023-10-05,Cotton,Adilabad APMC,Telangana,Bt Cotton,6760,7778,7269,7166
2023-10-05,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4357,5012,4685,4742
2023-10-05,Groundnut,Rajkot Market,Gujarat,GG-20,5071,5834,5452,5480
2023-10-05,Maize,Nizamabad APMC,Telangana,DHM-117,1800,2071,1935,2002
2023-10-05,Turmeric,Nizamabad Market,Telangana,Rajapuri,7600,8744,8172,7903
2023-10-05,Chilli,Guntur APMC,Andhra Pradesh,S-334,8277,9523,8900,8641
2023-10-05,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2149,2472,2311,2213
2023-10-05,Tomato,Kolar Market,Karnataka,Hybrid,1737,1998,1867,1897
2023-10-05,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1314,1512,1413,1475
2023-10-05,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5577,6417,5997,5901
2023-10-06,Wheat,Azadpur Mandi,Delhi,HD-2967,2299,2645,2472,2528
2023-10-06,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3237,3724,3480,3371
2023-10-06,Cotton,Adilabad APMC,Telangana,Bt Cotton,6612,7607,7110,7163
2023-10-06,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4381,5040,4711,4740
2023-10-06,Groundnut,Rajkot Market,Gujarat,GG-20,4989,5739,5364,5478
2023-10-06,Maize,Nizamabad APMC,Telangana,DHM-117,1839,2116,1978,2002
2023-10-06,Turmeric,Nizamabad Market,Telangana,Rajapuri,7320,8422,7871,7901
2023-10-06,Chilli,Guntur APMC,Andhra Pradesh,S-334,7762,8930,8346,8638
2023-10-06,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2127,2448,2288,2212
2023-10-06,Tomato,Kolar Market,Karnataka,Hybrid,1778,2045,1911,1896
2023-10-06,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1376,1583,1480,1475
2023-10-06,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5656,6508,6082,5899
2023-10-07,Wheat,Azadpur Mandi,Delhi,HD-2967,2305,2652,2478,2527
2023-10-07,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3078,3541,3310,3370
2023-10-07,Cotton,Adilabad APMC,Telangana,Bt Cotton,6328,7280,6804,7161
2023-10-07,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4193,4824,4508,4739
2023-10-07,Groundnut,Rajkot Market,Gujarat,GG-20,5023,5780,5401,5476
2023-10-07,Maize,Nizamabad APMC,Telangana,DHM-117,1799,2070,1934,2001
2023-10-07,Turmeric,Nizamabad Market,Telangana,Rajapuri,7257,8349,7803,7898
2023-10-07,Chilli,Guntur APMC,Andhra Pradesh,S-334,8215,9452,8833,8635
2023-10-07,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2120,2440,2280,2212
2023-10-07,Tomato,Kolar Market,Karnataka,Hybrid,1793,2063,1928,1896
2023-10-07,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1428,1642,1535,1474
2023-10-07,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5313,6112,5712,5897
2023-10-08,Wheat,Azadpur Mandi,Delhi,HD-2967,2351,2705,2528,2527
2023-10-08,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3234,3721,3478,3369
2023-10-08,Cotton,Adilabad APMC,Telangana,Bt Cotton,6853,7884,7368,7159
2023-10-08,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4562,5248,4905,4737
2023-10-08,Groundnut,Rajkot Market,Gujarat,GG-20,5006,5759,5382,5474
2023-10-08,Maize,Nizamabad APMC,Telangana,DHM-117,1925,2214,2070,2000
2023-10-08,Turmeric,Nizamabad Market,Telangana,Rajapuri,7125,8197,7661,7896
2023-10-08,Chilli,Guntur APMC,Andhra Pradesh,S-334,7973,9173,8573,8633
2023-10-08,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2115,2433,2274,2211
2023-10-08,Tomato,Kolar Market,Karnataka,Hybrid,1844,2122,1983,1895
2023-10-08,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1339,1540,1440,1474
2023-10-08,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5318,6119,5719,5895
2023-10-09,Wheat,Azadpur Mandi,Delhi,HD-2967,2237,2574,2406,2526
2023-10-09,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3168,3645,3407,3368
2023-10-09,Cotton,Adilabad APMC,Telangana,Bt Cotton,6549,7535,7042,7157
2023-10-09,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4476,5150,4813,4736
2023-10-09,Groundnut,Rajkot Market,Gujarat,GG-20,5289,6085,5687,5473
2023-10-09,Maize,Nizamabad APMC,Telangana,DHM-117,1858,2137,1998,2000
2023-10-09,Turmeric,Nizamabad Market,Telangana,Rajapuri,7630,8778,8204,7893
2023-10-09,Chilli,Guntur APMC,Andhra Pradesh,S-334,8238,9478,8858,8630
2023-10-09,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1954,2248,2101,2210
2023-10-09,Tomato,Kolar Market,Karnataka,Hybrid,1827,2102,1964,1894
2023-10-09,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1351,1554,1452,1473
2023-10-09,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5383,6194,5789,5894
2023-10-10,Wheat,Azadpur Mandi,Delhi,HD-2967,2445,2813,2629,2525
2023-10-10,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3138,3610,3374,3367
2023-10-10,Cotton,Adilabad APMC,Telangana,Bt Cotton,6834,7863,7349,7154
2023-10-10,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4400,5062,4731,4734
2023-10-10,Groundnut,Rajkot Market,Gujarat,GG-20,4858,5589,5223,5471
2023-10-10,Maize,Nizamabad APMC,Telangana,DHM-117,1874,2156,2015,1999
2023-10-10,Turmeric,Nizamabad Market,Telangana,Rajapuri,7605,8750,8178,7891
2023-10-10,Chilli,Guntur APMC,Andhra Pradesh,S-334,7731,8895,8313,8627
2023-10-10,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2097,2413,2255,2209
2023-10-10,Tomato,Kolar Market,Karnataka,Hybrid,1772,2039,1906,1894
2023-10-10,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1343,1545,1444,1473
2023-10-10,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5409,6224,5817,5892
2023-10-11,Wheat,Azadpur Mandi,Delhi,HD-2967,2452,2821,2637,2524
2023-10-11,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3004,3457,3230,3366
2023-10-11,Cotton,Adilabad APMC,Telangana,Bt Cotton,6564,7552,7058,7152
2023-10-11,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4566,5253,4910,4733
